#OTU ID	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Firmicutes	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Actinobacteria;c__Coriobacteriia	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	k__Bacteria;p__Firmicutes;c__Bacilli	k__Bacteria;p__Firmicutes;c__Clostridia	k__Bacteria;p__Firmicutes;c__Erysipelotrichi	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__aerofaciens	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__
074	0.4355222638368705	0.5113524760715771	0.024511027881814404	0.0005243445692883895	0.4355222638368705	0.008555971702039119	0.5003995006242195	0.002397003745318352	0.0005243445692883895	0.4355222638368705	0.5003995006242195	0.002397003745318352	0.0005243445692883895	0.002397003745318352	0.0005243445692883895	1.6645859342488557e-05	0.015613816063254267	0.12898044111527254	4.9937578027465674e-05	1.6645859342488557e-05	0.011111111111111112	0.0005243445692883895	0.0020474406991260927	1.6645859342488557e-05	0.12898044111527254	4.9937578027465674e-05	1.6645859342488557e-05
039	0.6592795969173233	0.30689790716234133	0.020201779567138756	0.0026383809988922372	0.6592795969173233	0.00022036139268400177	0.28645194334925533	0.02022560242040189	0.0026383809988922372	0.6592795969173233	0.28645194334925533	0.02022560242040189	0.0026383809988922372	0.02022560242040189	0.0026383809988922372	7.742427310518981e-05	0.02003501959429681	0.06334496682667684	0.004639500672995604	2.9778566578919156e-05	1.1911426631567663e-05	0.0026383809988922372	0.0016080425952616343	7.742427310518981e-05	0.06334496682667684	0.004639500672995604	2.9778566578919156e-05
153	0.42622950819672173	0.41836123965373867	0.12679736653869175	0.0003357517189028218	0.42622950819672173	0.0008466782476679853	0.41227391501102234	0.005240646395048391	0.0003357517189028218	0.42622950819672173	0.41227391501102234	0.005240646395048391	0.0003357517189028218	0.005240646395048391	0.0003357517189028218	0.0	0.005182254791760947	0.031239507758784285	0.005240646395048392	1.4597900821861816e-05	0.002773601156153745	0.0003357517189028218	0.00016057690904048	0.0	0.031239507758784285	0.005240646395048392	1.4597900821861816e-05
152	0.625138971481759	0.3378622954210517	0.030392739871241307	0.0005429583473382113	0.625138971481759	9.049305788970188e-05	0.33716420611733106	0.0006075962458308555	0.0005429583473382113	0.625138971481759	0.33716420611733106	0.0006075962458308555	0.0005429583473382113	0.0006075962458308555	0.0005429583473382113	0.0023916022442278355	0.003736070532874835	0.03358585205677793	0.0001292757969852884	0.0	0.0003490446518602787	0.0005429583473382113	0.0024174574036248935	0.0023916022442278355	0.03358585205677793	0.0001292757969852884	0.0
161	0.610820335443451	0.35379494876982404	0.01923905240488155	1.3052274358807022e-05	0.610820335443451	0.00122691378972786	0.3516152189519032	0.0009528160281929125	1.3052274358807022e-05	0.610820335443451	0.3516152189519032	0.0009528160281929125	1.3052274358807022e-05	0.0009528160281929125	1.3052274358807022e-05	0.0	0.008588396528095022	0.016485022515173264	0.0002610454871761404	1.3052274358807022e-05	0.0002610454871761404	1.3052274358807022e-05	0.004268093715329896	0.0	0.016485022515173264	0.0002610454871761404	1.3052274358807022e-05
446	0.35456630145961493	0.5889964692607296	0.02237651512393987	0.007116077603465221	0.35456630145961493	0.0012921777745422778	0.5798147271866927	0.00788956429949405	0.007116077603465221	0.35456630145961493	0.5798147271866927	0.00788956429949405	0.007116077603465221	0.00788956429949405	0.007116077603465221	2.7299530448076293e-05	0.02241291449787064	0.02730863029155898	0.00023659593054999454	0.0	0.014077457867724675	0.007116077603465221	0.000928184035234594	2.7299530448076293e-05	0.02730863029155898	0.00023659593054999454	0.0
445	0.2433816169449016	0.6601700472864905	0.08360850006327877	0.0013461118078166526	0.2433816169449016	0.0016567529942358799	0.6525996065211628	0.005913687771091961	0.0013461118078166526	0.2433816169449016	0.6525996065211628	0.005913687771091961	0.0013461118078166526	0.005913687771091961	0.0013461118078166526	2.3010458253276114e-05	0.013553159911179629	0.1367281429409667	9.204183301310445e-05	0.0	0.0013576170369432906	0.0013461118078166526	0.0006673032893450073	2.3010458253276114e-05	0.1367281429409667	9.204183301310445e-05	0.0
434	0.6151691445809088	0.35310767663708814	0.03031282443047149	0.0004505298622945682	0.6151691445809088	0.0014103543515308222	0.3498168498168495	0.0018804724687077627	0.0004505298622945682	0.6151691445809088	0.3498168498168495	0.0018804724687077627	0.0004505298622945682	0.0018804724687077627	0.0004505298622945682	0.0	0.0037217684276507797	0.09258388670153374	2.9382382323558796e-05	0.0	4.8970637205931324e-05	0.0004505298622945682	0.00017629429394135275	0.0	0.09258388670153374	2.9382382323558796e-05	0.0
164	0.7085590373740379	0.2726476465836134	0.010859305242569839	0.0002636166503677877	0.7085590373740379	0.0002806241761979676	0.27012202899783166	0.0022449934095837404	0.0002636166503677877	0.7085590373740379	0.27012202899783166	0.0022449934095837404	0.0002636166503677877	0.0022449934095837404	0.0002636166503677877	0.0	0.0047536034695352695	0.040630979208299674	0.00016157149538670863	0.0	4.2518814575449636e-05	0.0002636166503677877	0.007262213529486799	0.0	0.040630979208299674	0.00016157149538670863	0.0
169	0.4772730972730972	0.4574928774928777	0.05233211233211234	1.628001628001628e-05	0.4772730972730972	0.0008221408221408222	0.4481155881155883	0.008555148555148556	1.628001628001628e-05	0.4772730972730972	0.4481155881155883	0.008555148555148556	1.628001628001628e-05	0.008555148555148556	1.628001628001628e-05	0.0	0.013878713878713877	0.03164021164021164	0.00954008954008954	0.0	4.884004884004884e-05	1.628001628001628e-05	0.0028245828245828247	0.0	0.03164021164021164	0.00954008954008954	0.0
090	0.6266986235102681	0.36202119706231495	0.007564096925986191	4.3977307709222044e-05	0.6266986235102681	0.0034742073090285415	0.3577553982145205	0.0007915915387659968	4.3977307709222044e-05	0.6266986235102681	0.3577553982145205	0.0007915915387659968	4.3977307709222044e-05	0.0007915915387659968	4.3977307709222044e-05	0.0	0.0071463125027485825	0.059171467522758245	2.1988653854611022e-05	0.0	0.0014072738466951054	4.3977307709222044e-05	0.0	0.0	0.059171467522758245	2.1988653854611022e-05	0.0
015	0.8364438172517205	0.15120832598341874	0.010383959546069263	0.0004703945434232963	0.8364438172517205	0.0002704768624683954	0.14979714235314884	0.0011407067678014936	0.0004703945434232963	0.8364438172517205	0.14979714235314884	0.0011407067678014936	0.0004703945434232963	0.0011407067678014936	0.0004703945434232963	0.0	0.0021167754454048332	0.015911095431292998	0.0015170224025401306	0.0	4.703945434232963e-05	0.0004703945434232963	4.703945434232963e-05	0.0	0.015911095431292998	0.0015170224025401306	0.0
420	0.635947445987896	0.34997334671223823	0.010034178921952904	0.0009720610830641873	0.635947445987896	0.00040763851870433663	0.343513844031231	0.006051864162302845	0.0009720610830641873	0.635947445987896	0.343513844031231	0.006051864162302845	0.0009720610830641873	0.006051864162302845	0.0009720610830641873	0.0	0.007180709291022546	0.06713492834969113	0.005456084788811891	0.0	3.135680913110282e-05	0.0009720610830641873	0.006616286726662696	0.0	0.06713492834969113	0.005456084788811891	0.0
314	0.5364659643247519	0.4241028861136303	0.028244842903323332	0.0003953580315821298	0.5364659643247519	0.0001627944835926417	0.4194632433312401	0.004476848298797647	0.0003953580315821298	0.5364659643247519	0.4194632433312401	0.004476848298797647	0.0003953580315821298	0.004476848298797647	0.0003953580315821298	0.0	0.022035396172004	0.023849391846322003	0.003988464848019721	0.0	2.3256354798948812e-05	0.0003953580315821298	0.0002093071931905393	0.0	0.023849391846322003	0.003988464848019721	0.0
418	0.8224683329946489	0.11337126600284474	0.05311251100724784	2.70947639368692e-05	0.8224683329946489	0.0016527806001490212	0.11099370046738447	0.0007247849353112511	2.70947639368692e-05	0.8224683329946489	0.11099370046738447	0.0007247849353112511	2.70947639368692e-05	0.0007247849353112511	2.70947639368692e-05	0.0	0.006882070039964777	0.0026214184108920954	6.09632188579557e-05	0.0	6.7736909842173e-05	2.70947639368692e-05	0.004369030684820159	0.0	0.0026214184108920954	6.09632188579557e-05	0.0
010	0.779084130870243	0.155814600489651	0.06403294012908971	0.00020031159581571334	0.779084130870243	8.902737591809482e-05	0.15534720676608096	0.00037836634765190297	0.00020031159581571334	0.779084130870243	0.15534720676608096	0.00037836634765190297	0.00020031159581571334	0.00037836634765190297	0.00020031159581571334	0.0	0.0026596928555530823	0.04076897395949254	2.782105497440463e-05	5.564210994880926e-06	2.782105497440463e-05	0.00020031159581571334	0.000895837970175829	0.0	0.04076897395949254	2.782105497440463e-05	5.564210994880926e-06
193	0.850375241226503	0.14300621828318225	0.0057322564505753685	0.0	0.850375241226503	0.00014294903866771496	0.1406332642412981	0.002230005003216353	0.0	0.850375241226503	0.1406332642412981	0.002230005003216353	0.0	0.002230005003216353	0.0	0.0	0.004845972410835537	0.02099921378028733	0.0008576942320062898	0.0	1.4294903866771496e-05	0.0	4.2884711600314486e-05	0.0	0.02099921378028733	0.0008576942320062898	0.0
