# Constructed from biom file
#OTU ID	288	197	165	087	258	124	024	064	147	146	074	039	153	152	161	446	445	434	164	169	090	015	420	314	418	010	193	taxonomy
1033413	1.0	142.0	1.0	0.0	326.0	0.0	0.0	2.0	3.0	3.0	4.0	2.0	0.0	0.0	0.0	50.0	1.0	1.0	0.0	6.0	0.0	0.0	0.0	1.0	9.0	6.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
1105984	0.0	0.0	0.0	3.0	1.0	7.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	92.0	0.0	43.0	3.0	3.0	368.0	5.0	3.0	0.0	68.0	2.0	7.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1106254	2.0	875.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	4.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
1135084	2.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	2.0	0.0	0.0	4.0	1.0	4.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	1.0	0.0	929.0	0.0	6.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1508541	0.0	8.0	5.0	6.0	3.0	0.0	0.0	2.0	0.0	0.0	30.0	5.0	0.0	9.0	6.0	28.0	14.0	7.0	17.0	3.0	0.0	1.0	6.0	18.0	2.0	13.0	20.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
157327	1.0	72.0	28.0	31.0	158.0	43.0	9.0	8.0	11.0	7.0	153.0	41.0	3.0	36.0	38.0	123.0	92.0	52.0	203.0	60.0	4.0	6.0	40.0	116.0	15.0	178.0	150.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
161423	15.0	307.0	60.0	81.0	230.0	121.0	54.0	132.0	627.0	28.0	1102.0	574.0	20.0	1178.0	257.0	395.0	144.0	60.0	1132.0	136.0	11.0	35.0	83.0	248.0	189.0	357.0	1709.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
165118	1.0	5.0	16.0	23.0	21.0	6.0	17.0	147.0	13.0	11.0	11.0	70.0	5.0	5.0	9.0	5.0	2.0	6.0	5.0	8.0	1.0	28.0	0.0	2194.0	16.0	987.0	5.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
172777	15.0	6.0	54.0	19.0	54.0	7.0	16.0	6.0	136.0	238.0	45.0	181.0	53.0	95.0	11.0	10.0	23.0	3.0	180.0	70.0	2.0	2.0	16.0	17.0	441.0	38.0	373.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1736067	1.0	9.0	1.0	0.0	3.0	0.0	0.0	2.0	25.0	1.0	0.0	0.0	105.0	45.0	7.0	4.0	5.0	1.0	0.0	0.0	0.0	5.0	0.0	5.0	2.0	3.0	37.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
174831	157.0	38.0	745.0	399.0	41.0	424.0	13.0	55.0	6.0	4.0	6.0	1430.0	22.0	30.0	92.0	23.0	22.0	509.0	300.0	64.0	79.0	171.0	6.0	234.0	383.0	2050.0	65.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
175485	14.0	173.0	121.0	46.0	140.0	128.0	81.0	117.0	316.0	812.0	519.0	1333.0	127.0	1447.0	322.0	116.0	154.0	55.0	1049.0	160.0	6.0	12.0	127.0	109.0	3303.0	396.0	2413.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
175535	8.0	27.0	82.0	23.0	10.0	58.0	7.0	23.0	25.0	24.0	4.0	52.0	40.0	6.0	348.0	2.0	8.0	10.0	132.0	3.0	9.0	45.0	2.0	22.0	53.0	87.0	84.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
175844	2.0	0.0	282.0	20.0	6.0	13.0	5.0	602.0	1.0	2.0	2.0	1027.0	4.0	694.0	4.0	12.0	0.0	1.0	9.0	4199.0	0.0	5.0	10.0	1823.0	16.0	16.0	293.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
178064	1.0	3.0	0.0	25.0	87.0	54.0	0.0	0.0	352.0	0.0	0.0	0.0	0.0	121.0	0.0	25.0	6.0	0.0	0.0	0.0	0.0	6.0	1.0	101.0	6.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
178253	0.0	2.0	0.0	17.0	24.0	0.0	9.0	7.0	19.0	10.0	12.0	5.0	4206.0	13.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	2.0	0.0	2.0	37.0	0.0	12.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
180606	0.0	2.0	2.0	1.0	23.0	8.0	0.0	3.0	9.0	6.0	0.0	3.0	2.0	3.0	1.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	20.0	98.0	21.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
180825	0.0	0.0	3.0	1983.0	5.0	14.0	2.0	3.0	2.0	1.0	4.0	36.0	5.0	9.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	8.0	0.0	2.0	8.0	12.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
181432	1.0	2.0	11.0	1136.0	1889.0	48.0	3749.0	58.0	3.0	5.0	5.0	137.0	10.0	231.0	2339.0	14.0	7.0	9.0	47.0	23.0	1.0	16.0	9.0	690.0	44.0	181.0	1.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
182052	7.0	101.0	4.0	26.0	88.0	12.0	8.0	15.0	269.0	2.0	726.0	121.0	4.0	4.0	4.0	234.0	0.0	41.0	260.0	4.0	0.0	3.0	4.0	46.0	6.0	9.0	45.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
