	chao1	observed_otus	shannon	simpson	goods_coverage
1000_O-39	1.0	1.0	-0.0	0.0	1.0
100_O-39	1.0	1.0	-0.0	0.0	1.0
101_O-39	1.0	1.0	-0.0	0.0	1.0
102_O-39	1.0	1.0	-0.0	0.0	1.0
103_O-39	1.0	1.0	-0.0	0.0	1.0
104_O-39	1.0	1.0	-0.0	0.0	1.0
105_O-39	1.0	1.0	-0.0	0.0	1.0
106_O-39	1.0	1.0	-0.0	0.0	1.0
107_O-39	1.0	1.0	-0.0	0.0	1.0
108_O-39	1.0	1.0	-0.0	0.0	1.0
109_O-39	1.0	1.0	-0.0	0.0	1.0
10_O-39	1.0	1.0	-0.0	0.0	1.0
110_O-39	1.0	1.0	-0.0	0.0	1.0
111_O-39	1.0	1.0	-0.0	0.0	1.0
112_O-39	1.0	1.0	-0.0	0.0	1.0
113_O-39	1.0	1.0	-0.0	0.0	1.0
114_O-39	1.0	1.0	-0.0	0.0	1.0
115_O-39	1.0	1.0	-0.0	0.0	1.0
116_O-39	1.0	1.0	-0.0	0.0	1.0
117_O-39	1.0	1.0	-0.0	0.0	1.0
118_O-39	1.0	1.0	-0.0	0.0	1.0
119_O-39	1.0	1.0	-0.0	0.0	1.0
11_O-39	1.0	1.0	-0.0	0.0	1.0
120_O-39	1.0	1.0	-0.0	0.0	1.0
121_O-39	1.0	1.0	-0.0	0.0	1.0
122_O-39	1.0	1.0	-0.0	0.0	1.0
123_O-39	2.0	2.0	0.4854607607459134	0.18836565096952906	1.0
124_O-39	1.0	1.0	-0.0	0.0	1.0
125_O-39	1.0	1.0	-0.0	0.0	1.0
126_O-39	1.0	1.0	-0.0	0.0	1.0
127_O-39	1.0	1.0	-0.0	0.0	1.0
128_O-39	1.0	1.0	-0.0	0.0	1.0
129_O-39	1.0	1.0	-0.0	0.0	1.0
12_O-39	1.0	1.0	-0.0	0.0	1.0
130_O-39	1.0	1.0	-0.0	0.0	1.0
131_O-39	1.0	1.0	-0.0	0.0	1.0
132_O-39	1.0	1.0	-0.0	0.0	1.0
133_O-39	1.0	1.0	-0.0	0.0	1.0
134_O-39	1.0	1.0	-0.0	0.0	1.0
135_O-39	1.0	1.0	-0.0	0.0	1.0
136_O-39	1.0	1.0	-0.0	0.0	1.0
137_O-39	1.0	1.0	-0.0	0.0	1.0
138_O-39	1.0	1.0	-0.0	0.0	1.0
139_O-39	1.0	1.0	-0.0	0.0	1.0
13_O-39	1.0	1.0	-0.0	0.0	1.0
140_O-39	2.0	2.0	0.24229218908241482	0.07679999999999998	0.96
141_O-39	1.0	1.0	-0.0	0.0	1.0
142_O-39	1.0	1.0	-0.0	0.0	1.0
143_O-39	1.0	1.0	-0.0	0.0	1.0
144_O-39	1.0	1.0	-0.0	0.0	1.0
145_O-39	1.0	1.0	-0.0	0.0	1.0
146_O-39	1.0	1.0	-0.0	0.0	1.0
147_O-39	1.0	1.0	-0.0	0.0	1.0
148_O-39	1.0	1.0	-0.0	0.0	1.0
149_O-39	2.0	2.0	0.3227569588973983	0.11072664359861584	0.9411764705882353
14_O-39	1.0	1.0	-0.0	0.0	1.0
150_O-39	1.0	1.0	-0.0	0.0	1.0
151_O-39	1.0	1.0	-0.0	0.0	1.0
152_O-39	1.0	1.0	-0.0	0.0	1.0
153_O-39	1.0	1.0	-0.0	0.0	1.0
154_O-39	1.0	1.0	-0.0	0.0	1.0
155_O-39	1.0	1.0	-0.0	0.0	1.0
156_O-39	1.0	1.0	-0.0	0.0	1.0
157_O-39	1.0	1.0	-0.0	0.0	1.0
158_O-39	1.0	1.0	-0.0	0.0	1.0
159_O-39	1.0	1.0	-0.0	0.0	1.0
15_O-39	1.0	1.0	-0.0	0.0	1.0
160_O-39	1.0	1.0	-0.0	0.0	1.0
161_O-39	1.0	1.0	-0.0	0.0	1.0
162_O-39	1.0	1.0	-0.0	0.0	1.0
163_O-39	1.0	1.0	-0.0	0.0	1.0
164_O-39	1.0	1.0	-0.0	0.0	1.0
165_O-39	1.0	1.0	-0.0	0.0	1.0
166_O-39	1.0	1.0	-0.0	0.0	1.0
167_O-39	1.0	1.0	-0.0	0.0	1.0
168_O-39	1.0	1.0	-0.0	0.0	1.0
169_O-39	1.0	1.0	-0.0	0.0	1.0
16_O-39	1.0	1.0	-0.0	0.0	1.0
170_O-39	1.0	1.0	-0.0	0.0	1.0
171_O-39	1.0	1.0	-0.0	0.0	1.0
172_O-39	1.0	1.0	-0.0	0.0	1.0
173_O-39	1.0	1.0	-0.0	0.0	1.0
174_O-39	1.0	1.0	-0.0	0.0	1.0
175_O-39	1.0	1.0	-0.0	0.0	1.0
176_O-39	1.0	1.0	-0.0	0.0	1.0
177_O-39	1.0	1.0	-0.0	0.0	1.0
178_O-39	2.0	2.0	0.3095434291503252	0.1049382716049383	0.9444444444444444
179_O-39	1.0	1.0	-0.0	0.0	1.0
17_O-39	1.0	1.0	-0.0	0.0	1.0
180_O-39	1.0	1.0	-0.0	0.0	1.0
181_O-39	1.0	1.0	-0.0	0.0	1.0
182_O-39	1.0	1.0	-0.0	0.0	1.0
183_O-39	1.0	1.0	-0.0	0.0	1.0
184_O-39	1.0	1.0	-0.0	0.0	1.0
185_O-39	1.0	1.0	-0.0	0.0	1.0
186_O-39	1.0	1.0	-0.0	0.0	1.0
187_O-39	1.0	1.0	-0.0	0.0	1.0
188_O-39	1.0	1.0	-0.0	0.0	1.0
189_O-39	1.0	1.0	-0.0	0.0	1.0
18_O-39	1.0	1.0	-0.0	0.0	1.0
190_O-39	1.0	1.0	-0.0	0.0	1.0
191_O-39	1.0	1.0	-0.0	0.0	1.0
192_O-39	1.0	1.0	-0.0	0.0	1.0
193_O-39	1.0	1.0	-0.0	0.0	1.0
194_O-39	1.0	1.0	-0.0	0.0	1.0
195_O-39	1.0	1.0	-0.0	0.0	1.0
196_O-39	1.0	1.0	-0.0	0.0	1.0
197_O-39	1.0	1.0	-0.0	0.0	1.0
198_O-39	1.0	1.0	-0.0	0.0	1.0
199_O-39	1.0	1.0	-0.0	0.0	1.0
19_O-39	1.0	1.0	-0.0	0.0	1.0
1_O-39	1.0	1.0	-0.0	0.0	1.0
200_O-39	2.0	2.0	0.24229218908241482	0.07679999999999998	0.96
201_O-39	1.0	1.0	-0.0	0.0	1.0
202_O-39	1.0	1.0	-0.0	0.0	1.0
203_O-39	1.0	1.0	-0.0	0.0	1.0
204_O-39	1.0	1.0	-0.0	0.0	1.0
205_O-39	1.0	1.0	-0.0	0.0	1.0
206_O-39	1.0	1.0	-0.0	0.0	1.0
207_O-39	1.0	1.0	-0.0	0.0	1.0
208_O-39	1.0	1.0	-0.0	0.0	1.0
209_O-39	1.0	1.0	-0.0	0.0	1.0
20_O-39	1.0	1.0	-0.0	0.0	1.0
210_O-39	1.0	1.0	-0.0	0.0	1.0
211_O-39	2.0	2.0	0.2761954276479391	0.09070294784580502	0.9523809523809523
212_O-39	1.0	1.0	-0.0	0.0	1.0
213_O-39	1.0	1.0	-0.0	0.0	1.0
214_O-39	1.0	1.0	-0.0	0.0	1.0
215_O-39	1.0	1.0	-0.0	0.0	1.0
216_O-39	2.0	2.0	0.3533593350214213	0.12444444444444436	0.9333333333333333
217_O-39	1.0	1.0	-0.0	0.0	1.0
218_O-39	1.0	1.0	-0.0	0.0	1.0
219_O-39	1.0	1.0	-0.0	0.0	1.0
21_O-39	1.0	1.0	-0.0	0.0	1.0
220_O-39	1.0	1.0	-0.0	0.0	1.0
221_O-39	1.0	1.0	-0.0	0.0	1.0
