	chao1	observed_otus	shannon	simpson	goods_coverage
1000_O-39	2.0	2.0	0.9182958340544894	0.4444444444444444	1.0
100_O-39	3.0	3.0	1.556656707462823	0.653061224489796	1.0
101_O-39	4.333333333333333	4.0	1.9182958340544896	0.7222222222222222	0.6666666666666667
102_O-39	3.0	3.0	1.5219280948873626	0.6399999999999999	0.8
103_O-39	3.0	2.0	1.0	0.5	0.0
104_O-39	2.0	2.0	1.0	0.5	1.0
105_O-39	1.0	1.0	-0.0	0.0	1.0
106_O-39	2.0	2.0	0.9182958340544894	0.4444444444444444	0.6666666666666667
107_O-39	4.0	3.0	1.2516291673878228	0.5	0.6666666666666667
108_O-39	4.0	3.0	1.2516291673878228	0.5	0.6666666666666667
109_O-39	4.0	3.0	1.370950594454669	0.5599999999999999	0.6
10_O-39	3.0	3.0	1.5219280948873626	0.6399999999999999	0.8
110_O-39	3.0	2.0	1.0	0.5	0.0
111_O-39	3.5	3.0	1.5	0.625	0.5
112_O-39	3.0	3.0	1.2987949406953987	0.53125	0.875
113_O-39	2.0	2.0	0.8112781244591328	0.375	1.0
114_O-39	2.0	2.0	0.5916727785823274	0.24489795918367352	0.8571428571428572
115_O-39	3.0	3.0	1.4488156357251847	0.6122448979591837	0.8571428571428572
116_O-39	2.0	2.0	0.9910760598382222	0.49382716049382713	1.0
117_O-39	4.5	4.0	1.8423709931771086	0.6938775510204082	0.7142857142857143
118_O-39	2.0	2.0	0.5435644431995964	0.21875	0.875
119_O-39	2.0	2.0	0.7219280948873623	0.31999999999999984	0.8
11_O-39	3.0	3.0	1.5219280948873626	0.6399999999999999	0.8
120_O-39	5.5	4.0	1.9219280948873625	0.72	0.4
121_O-39	2.0	2.0	0.9182958340544894	0.4444444444444444	0.6666666666666667
122_O-39	1.0	1.0	-0.0	0.0	1.0
123_O-39	1.0	1.0	-0.0	0.0	0.0
124_O-39	4.333333333333333	4.0	1.9182958340544893	0.7222222222222222	0.6666666666666667
125_O-39	2.0	2.0	0.5916727785823274	0.24489795918367352	0.8571428571428572
126_O-39	2.0	2.0	0.9709505944546688	0.48	1.0
127_O-39	3.0	3.0	1.5219280948873626	0.6399999999999999	0.8
128_O-39	3.5	3.0	1.5	0.625	0.5
129_O-39	4.0	3.0	1.370950594454669	0.56	0.6
12_O-39	2.0	2.0	1.0	0.5	1.0
130_O-39	3.0	3.0	1.2243944454059863	0.49382716049382713	0.8888888888888888
131_O-39	1.0	1.0	-0.0	0.0	0.0
132_O-39	3.0	2.0	1.0	0.5	0.0
133_O-39	1.0	1.0	-0.0	0.0	1.0
134_O-39	1.0	1.0	-0.0	0.0	0.0
135_O-39	4.0	3.0	1.2516291673878228	0.5	0.6666666666666667
