	chao1	observed_otus	shannon	simpson	goods_coverage
1000_OMC-126	6.0	6.0	1.4588389857434072	0.5011890606420927	0.9827586206896551
100_OMC-126	1.0	1.0	-0.0	0.0	1.0
101_OMC-126	4.0	4.0	0.9573702761383474	0.3260946956212174	1.0
102_OMC-126	4.0	4.0	1.255572940932738	0.47804436396559535	1.0
103_OMC-126	4.0	4.0	1.2361862832554125	0.46502835538752363	1.0
104_OMC-126	6.0	6.0	1.5885758038618192	0.5262855501292731	1.0
105_OMC-126	3.0	3.0	0.5689955935892812	0.18499999999999994	1.0
106_OMC-126	5.0	5.0	1.4874641047151342	0.5197579209683162	1.0
107_OMC-126	4.0	4.0	1.198483227129662	0.45213379469434833	1.0
108_OMC-126	4.0	4.0	0.8797802088546924	0.28409090909090906	1.0
109_OMC-126	5.0	5.0	1.1721597626314755	0.3911111111111111	1.0
10_OMC-126	3.0	3.0	0.9188843576157454	0.3645425418298326	1.0
110_OMC-126	7.0	7.0	1.7363925819746855	0.5583333333333333	1.0
111_OMC-126	7.0	7.0	1.7365833205355823	0.5968858131487889	1.0
112_OMC-126	5.0	5.0	1.3612922154015539	0.4470416362308254	1.0
113_OMC-126	4.0	4.0	0.8302976707487129	0.2736094674556213	1.0
114_OMC-126	7.0	7.0	1.7236031886662115	0.5323456790123458	0.9777777777777777
115_OMC-126	6.0	6.0	1.5450892708135933	0.5321823981985363	1.0
116_OMC-126	6.5	6.0	1.375245999131538	0.44905805459438675	0.9607843137254902
117_OMC-126	7.0	7.0	1.3378901681991087	0.393967374576793	0.9824561403508771
118_OMC-126	8.0	8.0	1.9790978911348054	0.5946745562130178	1.0
119_OMC-126	3.0	3.0	0.5050274803544414	0.15934812132186504	1.0
11_OMC-126	4.0	4.0	1.2087030080822636	0.4272211720226844	1.0
120_OMC-126	4.0	4.0	0.9898315074774172	0.36682520808561225	0.9827586206896551
121_OMC-126	5.0	5.0	1.0558927290103626	0.330078125	1.0
122_OMC-126	2.0	2.0	0.5983474220910422	0.24859504132231414	1.0
123_OMC-126	3.0	3.0	0.7745178605709557	0.2832153269471054	1.0
124_OMC-126	5.0	5.0	1.5999583667609252	0.5609876543209876	1.0
125_OMC-126	5.0	5.0	1.0532341588640246	0.33234244946492275	1.0
126_OMC-126	5.0	5.0	1.2420936737184516	0.41917355371900833	1.0
127_OMC-126	4.0	4.0	1.1183698009902907	0.38530612244897955	1.0
128_OMC-126	7.0	7.0	1.575924324881026	0.5067509336397586	0.9830508474576272
129_OMC-126	7.333333333333333	7.0	1.5884600730019838	0.514377855415211	0.9672131147540983
12_OMC-126	4.0	4.0	0.9731284054960412	0.32373113854595337	1.0
130_OMC-126	4.0	4.0	1.5451521971989497	0.5813148788927336	1.0
131_OMC-126	6.0	6.0	1.619470570797252	0.544	1.0
132_OMC-126	6.0	6.0	1.606115266937257	0.5234567901234568	1.0
133_OMC-126	6.0	6.0	1.6107845483996805	0.5096952908587258	1.0
134_OMC-126	6.0	6.0	1.077351838220023	0.3139427516158818	1.0
135_OMC-126	5.0	5.0	1.2838970058927528	0.4113865932047752	1.0
136_OMC-126	4.0	4.0	0.9094652062254913	0.29591836734693866	1.0
137_OMC-126	5.0	5.0	1.1929993566060648	0.3905325443786982	1.0
138_OMC-126	5.5	5.0	1.1658942083900237	0.39569160997732433	0.9523809523809523
139_OMC-126	5.0	5.0	1.3855538128532954	0.49586776859504134	1.0
13_OMC-126	5.0	5.0	1.353382749604926	0.45520000000000005	1.0
140_OMC-126	3.0	3.0	0.806737929570563	0.2950624628197501	1.0
141_OMC-126	6.0	6.0	1.5486200663804746	0.49479383590170767	1.0
142_OMC-126	5.0	5.0	1.320451213806454	0.46016528925619815	1.0
143_OMC-126	6.0	6.0	1.2989565682277369	0.39644970414201186	1.0
144_OMC-126	4.0	4.0	0.9255982359100634	0.304399524375743	0.9655172413793104
145_OMC-126	5.0	5.0	1.0908625593230996	0.35474930713025954	1.0
146_OMC-126	3.0	3.0	0.8787382513615246	0.34175863296546816	1.0
147_OMC-126	5.0	5.0	1.5660983633312562	0.5847563515202	1.0
148_OMC-126	5.0	5.0	1.5410164458258657	0.5373263888888888	1.0
149_OMC-126	5.0	5.0	1.3415398572273525	0.4800347222222222	0.9791666666666666
14_OMC-126	7.0	7.0	1.3753618803189163	0.40484429065743954	1.0
150_OMC-126	4.0	4.0	1.367368286340047	0.5106382978723405	1.0
151_OMC-126	6.0	6.0	1.3224227955004835	0.42653810835629014	1.0
152_OMC-126	6.0	6.0	1.3164987909901904	0.40737240075614367	0.9782608695652174
153_OMC-126	5.0	5.0	1.2100285140347624	0.38842975206611574	1.0
154_OMC-126	6.0	6.0	1.3741854163060887	0.42361111111111116	1.0
155_OMC-126	4.0	4.0	1.3018135126438912	0.49896694214876036	1.0
156_OMC-126	5.0	5.0	1.3967904469832904	0.47114812611540746	1.0
157_OMC-126	5.0	5.0	1.3386913626239056	0.4581424406497293	1.0
158_OMC-126	3.0	3.0	0.7742433029172697	0.2770083102493076	1.0
159_OMC-126	5.0	5.0	1.4248501191874308	0.5204081632653061	1.0
15_OMC-126	5.0	4.0	0.8268748818646382	0.278393351800554	0.9473684210526316
160_OMC-126	7.0	7.0	1.6567796494470395	0.4950000000000001	1.0
161_OMC-126	4.0	4.0	1.191538069913389	0.4212244897959182	1.0
162_OMC-126	6.0	6.0	1.4348312233063338	0.47212610534409827	0.9803921568627451
