	chao1	observed_otus	shannon	simpson	goods_coverage
1000_O-152	12.0	12.0	3.270322182087614	0.8812880066875379	1.0
100_O-152	12.0	12.0	3.282286628747509	0.8832993133451542	1.0
101_O-152	11.0	11.0	3.3401098508172558	0.8937244897959183	1.0
102_O-152	12.0	12.0	3.271936759976883	0.8844318181818182	0.9977272727272727
103_O-152	12.0	12.0	3.3519535854012785	0.8946127839240647	0.99800796812749
104_O-152	12.0	12.0	3.3403771802966413	0.8901458379491457	1.0
105_O-152	12.0	12.0	3.2937672449438318	0.8852604166666667	1.0
106_O-152	12.0	12.0	3.295869096765453	0.8856301041615727	1.0
107_O-152	12.0	12.0	3.3266870052992052	0.8909704289879217	1.0
108_O-152	12.0	12.0	3.2887394548678404	0.8881000586072779	0.9981751824817519
109_O-152	12.0	12.0	3.2010763371719286	0.8744005713702683	0.997979797979798
10_O-152	12.0	12.0	3.3412813037324836	0.8923076923076922	1.0
110_O-152	12.0	12.0	3.255985185338878	0.8832688148530311	0.9981515711645101
111_O-152	11.0	11.0	3.2841416914826387	0.8876045351473922	1.0
112_O-152	13.0	13.0	3.3355152967494357	0.890748810240786	0.9982817869415808
113_O-152	11.0	11.0	3.2023854263620457	0.8790321482550619	1.0
114_O-152	13.0	13.0	3.3509002454694543	0.8911573485773825	0.99812382739212
115_O-152	12.0	12.0	3.28289040249628	0.8853056815032871	1.0
116_O-152	13.0	13.0	3.3377150238795226	0.8903187596196381	0.9980879541108987
117_O-152	13.0	13.0	3.373950975371253	0.8948053575406549	0.9981343283582089
118_O-152	13.0	13.0	3.338838723188954	0.8914250088053471	0.9979879275653923
119_O-152	13.0	13.0	3.3865685998141153	0.8971066935154204	0.9980544747081712
11_O-152	14.0	13.0	3.2881809056104894	0.88653564453125	0.99609375
120_O-152	12.0	12.0	3.3220808226752627	0.8908561236623068	0.9982758620689656
121_O-152	11.0	11.0	3.297788870601403	0.8897783579306303	1.0
122_O-152	12.0	12.0	3.3514009693691245	0.8941931766739373	1.0
123_O-152	12.0	12.0	3.2775597380015706	0.8823376378546517	1.0
124_O-152	12.0	12.0	3.250387537446468	0.8823828824582901	1.0
125_O-152	11.0	11.0	3.2946278857617433	0.8877581943140196	1.0
126_O-152	12.0	12.0	3.264007780178129	0.881728547666552	0.9979633401221996
127_O-152	11.0	11.0	3.257895875255374	0.883856	1.0
128_O-152	12.0	12.0	3.265304742671566	0.8834151170798898	0.9981060606060606
129_O-152	12.0	12.0	3.2854102533025835	0.8826301111475422	1.0
12_O-152	12.0	12.0	3.2604124349313746	0.8805442808939312	0.9982517482517482
130_O-152	12.0	12.0	3.264479261441699	0.8837829599146472	0.9979423868312757
131_O-152	12.0	12.0	3.323681379980573	0.8900231356288685	0.998062015503876
132_O-152	12.0	12.0	3.325009633148044	0.8904290936767486	0.9979879275653923
133_O-152	13.0	13.0	3.2486667595077616	0.8787261093683061	0.9981412639405205
134_O-152	12.0	12.0	3.317023816925596	0.88792	1.0
135_O-152	13.0	13.0	3.2648117924519995	0.8778558343048343	0.9980544747081712
136_O-152	12.0	12.0	3.271712707007835	0.8822558560320798	1.0
137_O-152	12.0	12.0	3.3363726435171843	0.8907520707369633	1.0
138_O-152	11.0	11.0	3.3102037300883733	0.8910529121118084	1.0
139_O-152	12.0	12.0	3.332199550899223	0.890842608239613	1.0
13_O-152	14.0	13.0	3.3269584254519184	0.8885820124899605	0.9959514170040485
140_O-152	11.0	11.0	3.29072509246913	0.890510833963215	1.0
141_O-152	12.0	12.0	3.3527273735744507	0.8945554666583232	0.9978858350951374
142_O-152	13.0	13.0	3.2911903025292344	0.8846214956570864	0.9978991596638656
143_O-152	12.0	12.0	3.2917652670961743	0.8842661179698217	0.9981481481481481
