	chao1	observed_otus	shannon	simpson	goods_coverage
1000_OMC-288	1.0	1.0	-0.0	0.0	1.0
100_OMC-288	1.0	1.0	-0.0	0.0	1.0
101_OMC-288	1.0	1.0	-0.0	0.0	1.0
102_OMC-288	1.0	1.0	-0.0	0.0	1.0
103_OMC-288	1.0	1.0	-0.0	0.0	1.0
104_OMC-288	1.0	1.0	-0.0	0.0	1.0
105_OMC-288	1.0	1.0	-0.0	0.0	1.0
106_OMC-288	1.0	1.0	-0.0	0.0	1.0
107_OMC-288	1.0	1.0	-0.0	0.0	1.0
108_OMC-288	1.0	1.0	-0.0	0.0	1.0
109_OMC-288	1.0	1.0	-0.0	0.0	1.0
10_OMC-288	1.0	1.0	-0.0	0.0	1.0
110_OMC-288	1.0	1.0	-0.0	0.0	1.0
111_OMC-288	1.0	1.0	-0.0	0.0	1.0
112_OMC-288	1.0	1.0	-0.0	0.0	1.0
113_OMC-288	1.0	1.0	-0.0	0.0	1.0
114_OMC-288	1.0	1.0	-0.0	0.0	1.0
115_OMC-288	1.0	1.0	-0.0	0.0	1.0
116_OMC-288	1.0	1.0	-0.0	0.0	1.0
117_OMC-288	1.0	1.0	-0.0	0.0	1.0
118_OMC-288	1.0	1.0	-0.0	0.0	1.0
119_OMC-288	1.0	1.0	-0.0	0.0	1.0
11_OMC-288	1.0	1.0	-0.0	0.0	1.0
120_OMC-288	1.0	1.0	-0.0	0.0	1.0
121_OMC-288	1.0	1.0	-0.0	0.0	1.0
122_OMC-288	1.0	1.0	-0.0	0.0	1.0
123_OMC-288	1.0	1.0	-0.0	0.0	1.0
124_OMC-288	1.0	1.0	-0.0	0.0	1.0
125_OMC-288	1.0	1.0	-0.0	0.0	1.0
126_OMC-288	1.0	1.0	-0.0	0.0	1.0
127_OMC-288	1.0	1.0	-0.0	0.0	1.0
128_OMC-288	1.0	1.0	-0.0	0.0	1.0
129_OMC-288	1.0	1.0	-0.0	0.0	1.0
12_OMC-288	1.0	1.0	-0.0	0.0	1.0
130_OMC-288	1.0	1.0	-0.0	0.0	1.0
131_OMC-288	1.0	1.0	-0.0	0.0	1.0
132_OMC-288	1.0	1.0	-0.0	0.0	1.0
133_OMC-288	1.0	1.0	-0.0	0.0	1.0
134_OMC-288	1.0	1.0	-0.0	0.0	1.0
135_OMC-288	1.0	1.0	-0.0	0.0	1.0
136_OMC-288	1.0	1.0	-0.0	0.0	1.0
137_OMC-288	1.0	1.0	-0.0	0.0	1.0
138_OMC-288	1.0	1.0	-0.0	0.0	1.0
139_OMC-288	1.0	1.0	-0.0	0.0	1.0
13_OMC-288	1.0	1.0	-0.0	0.0	1.0
140_OMC-288	1.0	1.0	-0.0	0.0	1.0
141_OMC-288	1.0	1.0	-0.0	0.0	1.0
142_OMC-288	1.0	1.0	-0.0	0.0	1.0
143_OMC-288	1.0	1.0	-0.0	0.0	1.0
144_OMC-288	1.0	1.0	-0.0	0.0	1.0
145_OMC-288	1.0	1.0	-0.0	0.0	1.0
146_OMC-288	1.0	1.0	-0.0	0.0	1.0
147_OMC-288	1.0	1.0	-0.0	0.0	1.0
148_OMC-288	1.0	1.0	-0.0	0.0	1.0
149_OMC-288	1.0	1.0	-0.0	0.0	1.0
14_OMC-288	1.0	1.0	-0.0	0.0	1.0
150_OMC-288	1.0	1.0	-0.0	0.0	1.0
151_OMC-288	1.0	1.0	-0.0	0.0	1.0
152_OMC-288	1.0	1.0	-0.0	0.0	1.0
153_OMC-288	1.0	1.0	-0.0	0.0	1.0
154_OMC-288	1.0	1.0	-0.0	0.0	1.0
155_OMC-288	1.0	1.0	-0.0	0.0	1.0
156_OMC-288	1.0	1.0	-0.0	0.0	1.0
157_OMC-288	1.0	1.0	-0.0	0.0	1.0
158_OMC-288	1.0	1.0	-0.0	0.0	1.0
