	chao1	observed_otus	shannon	simpson	goods_coverage
1000_H-119	1.0	1.0	-0.0	0.0	1.0
100_H-119	1.0	1.0	-0.0	0.0	1.0
101_H-119	1.0	1.0	-0.0	0.0	1.0
102_H-119	1.0	1.0	-0.0	0.0	1.0
103_H-119	1.0	1.0	-0.0	0.0	1.0
104_H-119	1.0	1.0	-0.0	0.0	1.0
105_H-119	1.0	1.0	-0.0	0.0	1.0
106_H-119	1.0	1.0	-0.0	0.0	1.0
107_H-119	1.0	1.0	-0.0	0.0	1.0
108_H-119	1.0	1.0	-0.0	0.0	1.0
109_H-119	1.0	1.0	-0.0	0.0	1.0
10_H-119	1.0	1.0	-0.0	0.0	1.0
110_H-119	1.0	1.0	-0.0	0.0	1.0
111_H-119	1.0	1.0	-0.0	0.0	1.0
112_H-119	1.0	1.0	-0.0	0.0	1.0
113_H-119	1.0	1.0	-0.0	0.0	1.0
114_H-119	1.0	1.0	-0.0	0.0	1.0
115_H-119	1.0	1.0	-0.0	0.0	1.0
116_H-119	1.0	1.0	-0.0	0.0	1.0
117_H-119	1.0	1.0	-0.0	0.0	1.0
118_H-119	1.0	1.0	-0.0	0.0	1.0
119_H-119	1.0	1.0	-0.0	0.0	1.0
11_H-119	1.0	1.0	-0.0	0.0	1.0
120_H-119	1.0	1.0	-0.0	0.0	1.0
121_H-119	1.0	1.0	-0.0	0.0	1.0
122_H-119	1.0	1.0	-0.0	0.0	1.0
123_H-119	1.0	1.0	-0.0	0.0	1.0
124_H-119	1.0	1.0	-0.0	0.0	1.0
125_H-119	1.0	1.0	-0.0	0.0	1.0
126_H-119	1.0	1.0	-0.0	0.0	1.0
127_H-119	1.0	1.0	-0.0	0.0	1.0
128_H-119	1.0	1.0	-0.0	0.0	1.0
129_H-119	1.0	1.0	-0.0	0.0	1.0
12_H-119	1.0	1.0	-0.0	0.0	1.0
130_H-119	1.0	1.0	-0.0	0.0	1.0
131_H-119	1.0	1.0	-0.0	0.0	1.0
132_H-119	1.0	1.0	-0.0	0.0	1.0
133_H-119	1.0	1.0	-0.0	0.0	1.0
134_H-119	1.0	1.0	-0.0	0.0	1.0
135_H-119	1.0	1.0	-0.0	0.0	1.0
136_H-119	1.0	1.0	-0.0	0.0	1.0
137_H-119	1.0	1.0	-0.0	0.0	1.0
138_H-119	1.0	1.0	-0.0	0.0	1.0
139_H-119	1.0	1.0	-0.0	0.0	1.0
13_H-119	1.0	1.0	-0.0	0.0	1.0
140_H-119	1.0	1.0	-0.0	0.0	1.0
141_H-119	1.0	1.0	-0.0	0.0	1.0
142_H-119	1.0	1.0	-0.0	0.0	1.0
143_H-119	1.0	1.0	-0.0	0.0	1.0
144_H-119	1.0	1.0	-0.0	0.0	1.0
145_H-119	1.0	1.0	-0.0	0.0	1.0
146_H-119	1.0	1.0	-0.0	0.0	1.0
147_H-119	1.0	1.0	-0.0	0.0	1.0
148_H-119	1.0	1.0	-0.0	0.0	1.0
149_H-119	1.0	1.0	-0.0	0.0	1.0
14_H-119	1.0	1.0	-0.0	0.0	1.0
150_H-119	1.0	1.0	-0.0	0.0	1.0
151_H-119	1.0	1.0	-0.0	0.0	1.0
152_H-119	1.0	1.0	-0.0	0.0	1.0
153_H-119	1.0	1.0	-0.0	0.0	1.0
154_H-119	1.0	1.0	-0.0	0.0	1.0
155_H-119	1.0	1.0	-0.0	0.0	1.0
156_H-119	1.0	1.0	-0.0	0.0	1.0
157_H-119	1.0	1.0	-0.0	0.0	1.0
158_H-119	1.0	1.0	-0.0	0.0	1.0
159_H-119	1.0	1.0	-0.0	0.0	1.0
15_H-119	1.0	1.0	-0.0	0.0	1.0
160_H-119	1.0	1.0	-0.0	0.0	1.0
161_H-119	1.0	1.0	-0.0	0.0	1.0
162_H-119	1.0	1.0	-0.0	0.0	1.0
163_H-119	1.0	1.0	-0.0	0.0	1.0
164_H-119	1.0	1.0	-0.0	0.0	1.0
165_H-119	1.0	1.0	-0.0	0.0	1.0
166_H-119	1.0	1.0	-0.0	0.0	1.0
167_H-119	1.0	1.0	-0.0	0.0	1.0
168_H-119	1.0	1.0	-0.0	0.0	1.0
169_H-119	1.0	1.0	-0.0	0.0	1.0
16_H-119	1.0	1.0	-0.0	0.0	1.0
170_H-119	1.0	1.0	-0.0	0.0	1.0
171_H-119	1.0	1.0	-0.0	0.0	1.0
172_H-119	1.0	1.0	-0.0	0.0	1.0
