	chao1	observed_otus	shannon	simpson	goods_coverage
1000_OMC-124	0.0	0.0	nan	nan	nan
100_OMC-124	1.0	1.0	-0.0	0.0	0.0
101_OMC-124	1.0	1.0	-0.0	0.0	0.0
102_OMC-124	1.0	1.0	-0.0	0.0	0.0
103_OMC-124	1.0	1.0	-0.0	0.0	1.0
104_OMC-124	0.0	0.0	nan	nan	nan
105_OMC-124	1.0	1.0	-0.0	0.0	1.0
106_OMC-124	0.0	0.0	nan	nan	nan
107_OMC-124	1.0	1.0	-0.0	0.0	1.0
108_OMC-124	1.0	1.0	-0.0	0.0	1.0
109_OMC-124	1.0	1.0	-0.0	0.0	1.0
10_OMC-124	1.0	1.0	-0.0	0.0	1.0
110_OMC-124	0.0	0.0	nan	nan	nan
111_OMC-124	1.0	1.0	-0.0	0.0	1.0
112_OMC-124	1.0	1.0	-0.0	0.0	1.0
113_OMC-124	1.0	1.0	-0.0	0.0	1.0
114_OMC-124	1.0	1.0	-0.0	0.0	1.0
115_OMC-124	0.0	0.0	nan	nan	nan
116_OMC-124	1.0	1.0	-0.0	0.0	1.0
117_OMC-124	0.0	0.0	nan	nan	nan
118_OMC-124	1.0	1.0	-0.0	0.0	1.0
119_OMC-124	1.0	1.0	-0.0	0.0	1.0
11_OMC-124	1.0	1.0	-0.0	0.0	1.0
120_OMC-124	0.0	0.0	nan	nan	nan
121_OMC-124	1.0	1.0	-0.0	0.0	0.0
122_OMC-124	1.0	1.0	-0.0	0.0	0.0
123_OMC-124	1.0	1.0	-0.0	0.0	0.0
124_OMC-124	1.0	1.0	-0.0	0.0	1.0
125_OMC-124	0.0	0.0	nan	nan	nan
126_OMC-124	1.0	1.0	-0.0	0.0	1.0
127_OMC-124	1.0	1.0	-0.0	0.0	1.0
128_OMC-124	0.0	0.0	nan	nan	nan
129_OMC-124	1.0	1.0	-0.0	0.0	0.0
12_OMC-124	1.0	1.0	-0.0	0.0	0.0
130_OMC-124	1.0	1.0	-0.0	0.0	1.0
131_OMC-124	1.0	1.0	-0.0	0.0	0.0
132_OMC-124	1.0	1.0	-0.0	0.0	1.0
133_OMC-124	1.0	1.0	-0.0	0.0	1.0
134_OMC-124	1.0	1.0	-0.0	0.0	0.0
135_OMC-124	1.0	1.0	-0.0	0.0	1.0
136_OMC-124	1.0	1.0	-0.0	0.0	0.0
137_OMC-124	1.0	1.0	-0.0	0.0	1.0
138_OMC-124	1.0	1.0	-0.0	0.0	1.0
139_OMC-124	1.0	1.0	-0.0	0.0	1.0
13_OMC-124	1.0	1.0	-0.0	0.0	1.0
140_OMC-124	1.0	1.0	-0.0	0.0	0.0
141_OMC-124	1.0	1.0	-0.0	0.0	0.0
142_OMC-124	1.0	1.0	-0.0	0.0	1.0
143_OMC-124	1.0	1.0	-0.0	0.0	1.0
144_OMC-124	1.0	1.0	-0.0	0.0	1.0
145_OMC-124	1.0	1.0	-0.0	0.0	0.0
146_OMC-124	1.0	1.0	-0.0	0.0	1.0
147_OMC-124	1.0	1.0	-0.0	0.0	1.0
