# Constructed from biom file																							
#OTU ID	H-10	H-118	H-119	H-120	H-161	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	taxonomy
ALPHA-4_ERR844044_ms_2	0	0	0	5	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844044_ms_2
ALPHA-4_HvCF_B3_ms_1	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_HvCF_B3_ms_1
ALPHA-4_HvCF_D5_ms_4	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_HvCF_D5_ms_4
ALPHA-4_HvCF_E12_ms_1	0	0	0	15	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_HvCF_E12_ms_1
ALPHA-4_Inf125_s_3	0	0	0	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_Inf125_s_3
ALPHA-4_SRR073436_s_2	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_SRR073436_s_2
ALPHA-4_SRR4295175_ms_5	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_SRR4295175_ms_5
ALPHA-4_Sib2_ms_2	0	0	0	16	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_Sib2_ms_2
ALPHA-4_err843931_ms_1_1	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_err843931_ms_1_1
ALPHA-9_ERR975207_s_1	0	0	0	1	4	0	0	0	0	6	0	0	0	0	2	0	0	0	0	29	0	0	f__ALPHA;g__9;s__ALPHA-9_ERR975207_s_1
ALPHA-9_Fdyn_ms_11	0	0	0	1	3	0	0	0	0	23	0	0	0	0	4	0	0	0	0	51	0	0	f__ALPHA;g__9;s__ALPHA-9_Fdyn_ms_11
NO-DEFINIDO_YUTIN_CDZH01002743	0	0	0	2	1	0	0	0	0	62	0	0	0	0	7	0	0	0	0	10	0	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_YUTIN_CDZH01002743
NO-DEFINIDO_YUTIN_CDZN01024782	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_YUTIN_CDZN01024782
ALPHA-9_ERR975093_s_1	0	0	0	1	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	23	0	0	f__ALPHA;g__9;s__ALPHA-9_ERR975093_s_1
ALPHA-9_ERR975151_s_1	0	0	0	1	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	34	0	0	f__ALPHA;g__9;s__ALPHA-9_ERR975151_s_1
ALPHA-4_ERR844056_ms_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844056_ms_3
ALPHA-4_ERR844021_ms_1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844021_ms_1
ALPHA-4_SRR4295173_ms_15	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_SRR4295173_ms_15
ALPHA-4_SRR4295172_ms_6	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_SRR4295172_ms_6
NO-DEFINIDO_YUTIN_Flavobact_ph_NC_031904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_YUTIN_Flavobact_ph_NC_031904
ALPHA-9_ERR975045_s_1	0	0	0	0	1	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__9;s__ALPHA-9_ERR975045_s_1
ALPHA-3_ERR843976_ms_1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR843976_ms_1
ALPHA-3_ERR844077_ms_3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844077_ms_3
ALPHA-3_err843949_ms_3_1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843949_ms_3_1
ALPHA-3_err843961_ms_1_1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843961_ms_1_1
ALPHA-3_err843963_ms_1_1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843963_ms_1_1
ALPHA-3_err843971_ms_1_1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843971_ms_1_1
DELTA-7_ERR844036_ms_3	0	0	0	0	0	293	0	0	0	0	0	1	0	0	0	5	0	0	0	17	0	0	f__DELTA;g__7;s__DELTA-7_ERR844036_ms_3
DELTA-7_ERR844044_ms_1	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	0	f__DELTA;g__7;s__DELTA-7_ERR844044_ms_1
DELTA-7_ERR844077_ms_1	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	f__DELTA;g__7;s__DELTA-7_ERR844077_ms_1
DELTA-7_HvCF_A4_ms_2	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	f__DELTA;g__7;s__DELTA-7_HvCF_A4_ms_2
DELTA-7_err843949_ms_2_1	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	f__DELTA;g__7;s__DELTA-7_err843949_ms_2_1
DELTA-8_ERR844019_ms_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_ERR844019_ms_1
BETA-6_SRR4295175_s_4	0	0	0	0	0	1	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_SRR4295175_s_4
BETA-6_ERR844034_ms_1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844034_ms_1
BETA-6_ERR844070_ms_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844070_ms_1
BETA-6_ERR843986_ms_1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR843986_ms_1
ALPHA-3_ERR844024_ms_1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844024_ms_1
ALPHA-3_ERR844035_ms_3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844035_ms_3
ALPHA-3_ERR844067_ms_2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844067_ms_2
ALPHA-3_err843933_ms_1_1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843933_ms_1_1
ALPHA-4_ERR844065_ms_3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844065_ms_3
ALPHA-4_cs_ms_45_1	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_cs_ms_45_1
ALPHA-4_eld181-t3_s_1_1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_eld181-t3_s_1_1
DELTA-10_ERR844036_ms_2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	f__DELTA;g__10;s__DELTA-10_ERR844036_ms_2
DELTA-10_ERR844020_ms_1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	1	0	0	f__DELTA;g__10;s__DELTA-10_ERR844020_ms_1
BETA-6_HvCF_E11_ms_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_HvCF_E11_ms_4
BETA-6_IAS_virus_KJ003983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_IAS_virus_KJ003983
BETA-6_eld229-t3_s_3_1	0	0	0	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_eld229-t3_s_3_1
BETA-6_Fferm_ms_8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_Fferm_ms_8
BETA-6_HvCF_A7_ms_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_HvCF_A7_ms_2
BETA-6_SRR4295173_s_14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_SRR4295173_s_14
BETA-6_HvCF_E4_ms_5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_HvCF_E4_ms_5
BETA-6_err843924_ms_3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_err843924_ms_3_1
BETA-6_ERR844058_ms_2	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844058_ms_2
BETA-6_ERR844065_ms_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844065_ms_1
BETA-6_cs_ms_22_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_cs_ms_22_1
ALPHA-3_ERR844040_ms_1	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844040_ms_1
ALPHA-3_HvCF_A5_ms_3	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_HvCF_A5_ms_3
ALPHA-3_Sib2_ms_3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_Sib2_ms_3
ALPHA-3_eld314-t0_s_3_1	0	0	0	0	0	0	0	0	509	0	0	0	0	1	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_eld314-t0_s_3_1
DELTA-8_err843924_ms_2_1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	1	f__DELTA;g__8;s__DELTA-8_err843924_ms_2_1
DELTA-10_HvCF_A1_ms_1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	f__DELTA;g__10;s__DELTA-10_HvCF_A1_ms_1
DELTA-8_ERR844050_ms_2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_ERR844050_ms_2
GAMMA-2_HvCF_B5_ms_2	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	f__GAMMA;g__2;s__GAMMA-2_HvCF_B5_ms_2
ALPHA-3_ERR844063_ms_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844063_ms_1
DELTA-10_eld200-t3_s_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__DELTA;g__10;s__DELTA-10_eld200-t3_s_1_1
DELTA-8_ERR844003_ms_1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_ERR844003_ms_1
DELTA-8_HvCF_E11_ms_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_HvCF_E11_ms_3
DELTA-8_eld314-t0_s_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	f__DELTA;g__8;s__DELTA-8_eld314-t0_s_1_1
GAMMA-2_Fferm_ms_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__GAMMA;g__2;s__GAMMA-2_Fferm_ms_1
ALPHA-3_err843915_ms_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843915_ms_1_1
NO-DEFINIDO_YUTIN_Chlamydia_CVNZ01000019ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_YUTIN_Chlamydia_CVNZ01000019ext
ALPHA-3_err843920_ms_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_err843920_ms_1_1
DELTA-10_SRR073438_s_5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f__DELTA;g__10;s__DELTA-10_SRR073438_s_5
DELTA-8_ERR844070_ms_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	f__DELTA;g__8;s__DELTA-8_ERR844070_ms_2
DELTA-8_SRR073439_s_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_SRR073439_s_2
DELTA-8_eld241-t0_s_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	f__DELTA;g__8;s__DELTA-8_eld241-t0_s_1_1
DELTA-8_ERR975271_s_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	f__DELTA;g__8;s__DELTA-8_ERR975271_s_1
DELTA-8_cs_ms_40_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	f__DELTA;g__8;s__DELTA-8_cs_ms_40_1
